,Pearson's r,Pearson's r (abs),p-value
severity,0.14765103054573658,0.14765103054573658,1.2039641532066819e-191
interventions,0.14735848292548298,0.14735848292548298,6.908211057877539e-191
amplitude low,-0.14734587587400494,0.14734587587400494,7.447800285864782e-191
correction,0.14732874270821306,0.14732874270821306,8.249204378385731e-191
midline,-0.14703679016341403,0.14703679016341403,4.697841250987695e-190
remembered,0.14702821398762336,0.14702821398762336,4.943873160228294e-190
partial,0.14702748513288036,0.14702748513288036,4.965366509952336e-190
emission,0.14694437812360617,0.14694437812360617,8.141564314464443e-190
disrupted,0.14687887647548017,0.14687887647548017,1.2019359003075443e-189
31,0.146714258190255,0.146714258190255,3.1966858538349133e-189
progressive,0.14666130192145102,0.14666130192145102,4.377789990833996e-189
cognitive tasks,0.14665928476093054,0.14665928476093054,4.430527457281128e-189
outcome,0.1465691729686234,0.1465691729686234,7.563096214015406e-189
externally,0.14642329204402846,0.14642329204402846,1.796229683757085e-188
happy faces,0.14622760210857588,0.14622760210857588,5.723700942717173e-188
monetary,0.1460957071166466,0.1460957071166466,1.2488658728113652e-187
self reported,0.14591679581641667,0.14591679581641667,3.5944376004306466e-187
administration,0.14576571710060188,0.14576571710060188,8.767324493266382e-187
choose,0.14543071861388748,0.14543071861388748,6.309952441173639e-186
incentive,0.14537089544121778,0.14537089544121778,8.97179464396828e-186
relationships,0.1447170762361723,0.1447170762361723,4.160794535322551e-184
extinction,0.14457454697053268,0.14457454697053268,9.580386553643645e-184
disturbances,0.1445639889988931,0.1445639889988931,1.0190582829803442e-183
similarities,0.14449605995863973,0.14449605995863973,1.5159398766272575e-183
polymorphism,0.144443165604152,0.144443165604152,2.0650520611439335e-183
heart,0.14412602606299332,0.14412602606299332,1.3145523838359502e-182
gains,0.14377166344651263,0.14377166344651263,1.0346649256206324e-181
tomography,0.14376111800572763,0.14376111800572763,1.1000925037372076e-181
posterior cingulate,-0.1437451190403216,0.1437451190403216,1.2073303377784615e-181
scale,0.14370080215275083,0.14370080215275083,1.562070097566721e-181
diagnostic,0.14369403090016025,0.14369403090016025,1.6247660681159097e-181
motivation,0.14357866605741604,0.14357866605741604,3.1756863355957226e-181
preliminary,0.14356250913204952,0.14356250913204952,3.4880242579214525e-181
diffusion,0.14343685677509324,0.14343685677509324,7.232133157295018e-181
quantified,0.14335369612659504,0.14335369612659504,1.1713890606848558e-180
socially,0.14327938924546635,0.14327938924546635,1.8019032116216689e-180
acoustic,0.14313618365550942,0.14313618365550942,4.129480071023635e-180
reasoning,0.14304857408381272,0.14304857408381272,6.855671905653474e-180
person,0.1429121775030835,0.1429121775030835,1.5084226175380815e-179
functional connections,0.14274538855278618,0.14274538855278618,3.952261546765318e-179
sleep,0.1425611284191039,0.1425611284191039,1.1439250611135851e-178
negativity,0.14251039767538926,0.14251039767538926,1.532370926769714e-178
medial orbitofrontal,-0.1424141783419365,0.1424141783419365,2.6671521589718284e-178
subsequent memory,0.14206819537342255,0.14206819537342255,1.9502815296907853e-177
characterizing,0.1419427814490472,0.1419427814490472,4.006488719343088e-177
self report,0.1418928549349332,0.1418928549349332,5.335249982583567e-177
discussion,0.14167311599263055,0.14167311599263055,1.8797040972694415e-176
focal,0.14163307550666251,0.14163307550666251,2.364047835339102e-176
sounds,0.14132528666907995,0.14132528666907995,1.3741824896270026e-175
tesla,0.1412957241382091,0.1412957241382091,1.6269400570513547e-175
conditioning,0.1411234216446676,0.1411234216446676,4.349458003030796e-175
dysfunction,0.14105328434681227,0.14105328434681227,6.488141925618705e-175
noxious,0.14088501767224845,0.14088501767224845,1.6921691175736975e-174
mg,0.14088495865047526,0.14088495865047526,1.6927378502643983e-174
dorsal striatum,0.14077742833688728,0.14077742833688728,3.121545639397603e-174
oscillations,0.14075996515826422,0.14075996515826422,3.447570131892146e-174
distress,0.14069514652880982,0.14069514652880982,4.984267319069202e-174
considering,0.14065017830921314,0.14065017830921314,6.4360334906807985e-174
decreases,0.14037251983715926,0.14037251983715926,3.113739452400143e-173
autonomic,0.13993358830333635,0.13993358830333635,3.739019709687038e-172
constraints,0.1398168795067602,0.1398168795067602,7.230901074335101e-172
cognition,0.13972575013430769,0.13972575013430769,1.209695213915385e-171
adolescence,0.1396009383030955,0.1396009383030955,2.4463372681584e-171
users,0.13958112742985848,0.13958112742985848,2.7354895354040803e-171
heterogeneous,0.13928693506907083,0.13928693506907083,1.4344978851545969e-170
cortex mpfc,-0.13885762598547105,0.13885762598547105,1.5998062737745078e-169
significance statement,0.1385264253848678,0.1385264253848678,1.022806200473559e-168
highlights,0.13852031301100293,0.13852031301100293,1.058386870035756e-168
ventromedial,-0.138014469262273,0.138014469262273,1.7837229832569544e-167
scores,0.13794950646382148,0.13794950646382148,2.561691053076732e-167
statement,0.13782374137755238,0.13782374137755238,5.159881760922492e-167
gyrus posterior,0.13773551708857262,0.13773551708857262,8.429536623228717e-167
sd,0.1377189481666637,0.1377189481666637,9.243173106350644e-167
names,0.13771337017852284,0.13771337017852284,9.53436915966133e-167
poorer,0.137147229291251,0.137147229291251,2.2059012433063687e-165
heart rate,0.13711529086846064,0.13711529086846064,2.632559870205659e-165
food,0.1369749697241835,0.1369749697241835,5.721956289249675e-165
elderly,0.1367395174399663,0.1367395174399663,2.101311904828534e-164
heterogeneity,0.13651094297502211,0.13651094297502211,7.41260971929197e-164
mfg,0.136478117587963,0.136478117587963,8.882117149628188e-164
age gender,0.13643809361894818,0.13643809361894818,1.1072873492302208e-163
voice,0.13630206764340053,0.13630206764340053,2.3412041988974327e-163
negative,0.13609368131593705,0.13609368131593705,7.361210278013634e-163
anterior medial,-0.13593426446557352,0.13593426446557352,1.7661010458999315e-162
variables,0.1358105640773821,0.1358105640773821,3.4802661792080445e-162
spectrum disorders,0.13580242334480977,0.13580242334480977,3.639068023128911e-162
concepts,0.1355177772485955,0.1355177772485955,1.7289758727870661e-161
cingulate gyrus,0.1353697125965525,0.1353697125965525,3.883820061738771e-161
taste,0.13527873560855772,0.13527873560855772,6.382923056037429e-161
performance task,0.13516961770383026,0.13516961770383026,1.1577241297398156e-160
alcohol,0.1349633045354471,0.1349633045354471,3.5639542861157786e-160
analysed,0.13482966207784086,0.13482966207784086,7.376350673044567e-160
listening,0.13474243739295463,0.13474243739295463,1.1853652847893618e-159
evaluation,0.13467885011439767,0.13467885011439767,1.6747431669353115e-159
ways,0.13466006739280897,0.13466006739280897,1.854685559418099e-159
arousal,0.13447738277143123,0.13447738277143123,5.00060419282486e-159
prefrontal cortex,0.13441366664565713,0.13441366664565713,1.5490614918876042e-158
25,0.13413166684734495,0.13413166684734495,3.2548537072803026e-158
remote,0.13410458352892765,0.13410458352892765,3.768514248867065e-158
allele,0.13408127858550842,0.13408127858550842,4.274841587311153e-158
001,0.1339680558665158,0.1339680558665158,7.884461509331636e-158
emotion,0.1338600361740897,0.1338600361740897,1.4131579342429453e-157
symptoms,0.13385746597261441,0.13385746597261441,1.4329067431247092e-157
statistics,0.1338336151996257,0.1338336151996257,1.6298334874501756e-157
emotion regulation,0.1335896831975095,0.1335896831975095,6.074685260615426e-157
diagnosis,0.13326275754793895,0.13326275754793895,3.5287206374503126e-156
autism spectrum,0.1327703560420271,0.1327703560420271,4.9523513228897855e-155
tract,0.13269993891612097,0.13269993891612097,7.219552695815635e-155
judge,0.132443609438376,0.132443609438376,2.8421198575333215e-154
cortex ventral,0.13241430772421728,0.13241430772421728,3.3235165613520596e-154
eating,0.13202954446416865,0.13202954446416865,2.5851513930085026e-153
correlations,0.13195630523179075,0.13195630523179075,3.817351900098596e-153
therapy,0.13194970824595637,0.13194970824595637,3.953710833923197e-153
inverse,0.13194901524472316,0.13194901524472316,3.968314421496983e-153
healthy individuals,0.1318724868110341,0.1318724868110341,5.961710007691588e-153
positive correlation,0.13130003120569822,0.13130003120569822,1.2424140839629538e-151
probabilistic,0.13124105037074463,0.13124105037074463,1.6975294245855602e-151
neurodevelopmental,0.13109697262673625,0.13109697262673625,3.636431115860803e-151
consistency,0.13085279816095896,0.13085279816095896,1.3198898242586533e-150
estimates,0.13084549809522286,0.13084549809522286,1.3717003842142042e-150
band,0.130842287090945,0.130842287090945,1.3951281554365383e-150
contributed,0.13082471777973886,0.13082471777973886,1.530571140018962e-150
syntactic,0.13073027101336024,0.13073027101336024,2.5180924590907765e-150
ventromedial prefrontal,-0.13067862999988256,0.13067862999988256,3.3054146725773653e-150
seeking,0.13062799533191793,0.13062799533191793,4.315498290901526e-150
candidate,0.13060117262008922,0.13060117262008922,4.970013742857948e-150
exploratory,0.1305600934797701,0.1305600934797701,6.169564522155277e-150
vmpfc,-0.1301360908295099,0.1301360908295099,5.723226272553858e-149
comprehension,0.1301032400542675,0.1301032400542675,6.799177157691358e-149
promising,0.13009032023761552,0.13009032023761552,7.275704239579212e-149
emotional stimuli,0.1299614565415354,0.1299614565415354,1.4293392387843336e-148
partner,0.1297413226360539,0.1297413226360539,4.522821847990458e-148
medial prefrontal,-0.12962321648480024,0.12962321648480024,8.384088680887976e-148
using resting,-0.1294242837169894,0.1294242837169894,2.3679484111842087e-147
social,0.12938833473802272,0.12938833473802272,2.856148522416169e-147
emotionally,0.12927718094148918,0.12927718094148918,5.097385840813949e-147
abuse,0.12910703313273245,0.12910703313273245,1.2359461788338495e-146
optimized,0.128960400919049,0.128960400919049,2.6489337632520875e-146
reliably,0.12869290953192275,0.12869290953192275,1.0617539770214645e-145
receptor,0.12812448081113398,0.12812448081113398,2.009259968612593e-144
temporal cortices,0.12801632730639967,0.12801632730639967,3.510350512154476e-144
temporoparietal junction,0.1279905288828819,0.1279905288828819,4.009773634421207e-144
cortex vmpfc,-0.12794456358698403,0.12794456358698403,5.0818093695590105e-144
compulsive,0.12787298309998696,0.12787298309998696,7.348243976063527e-144
datasets,0.1277611959900347,0.1277611959900347,1.3065575778513058e-143
mpfc,-0.127442726433591,0.127442726433591,6.713680713237093e-143
opportunity,0.1273388641770078,0.1273388641770078,1.143901805771538e-142
functionally connected,0.12714926040170096,0.12714926040170096,3.0225028352974186e-142
spectrum,0.12704757217155066,0.12704757217155066,5.086453044702223e-142
middle cingulate,0.12662362371819574,0.12662362371819574,4.434317287760605e-141
limitations,0.12638643663887733,0.12638643663887733,1.484392271768301e-140
retrieval,0.12638485819194084,0.12638485819194084,1.4963639739576248e-140
rationale,0.12635860424639972,0.12635860424639972,1.7102321643869718e-140
speaker,0.12603049402514124,0.12603049402514124,9.059201605810444e-140
excessive,0.12587057017147069,0.12587057017147069,2.038396738627672e-139
intentions,0.12534851758958498,0.12534851758958498,2.8562587369207976e-138
unaffected,0.1252696582533101,0.1252696582533101,4.251662179546444e-138
anxiety,0.1252477315584317,0.1252477315584317,4.748700900441786e-138
time series,0.1251162356738285,0.1251162356738285,9.211896254917582e-138
remember,0.12426142464922492,0.12426142464922492,6.721939782458268e-136
cingulate cortex,0.12420676393626937,0.12420676393626937,8.97324396638995e-136
evaluating,0.12405225447465947,0.12405225447465947,1.911621107810647e-135
chronic,0.12374814246650137,0.12374814246650137,8.70831500776265e-135
alters,0.12328590301820175,0.12328590301820175,8.663600211013787e-134
coherence,0.12303067984252862,0.12303067984252862,3.0687730998685867e-133
impulsive,0.12290101993898182,0.12290101993898182,5.828518429845844e-133
vector,0.12288051328941421,0.12288051328941421,6.450480844962408e-133
bands,0.12277160124169785,0.12277160124169785,1.1049238640212033e-132
phenotype,0.12268043142528573,0.12268043142528573,1.733131960991612e-132
sad,0.12264545700920451,0.12264545700920451,2.059629730685157e-132
risk taking,0.1224440112312229,0.1224440112312229,5.56035352149717e-132
connectivity rsfc,-0.12235025790120281,0.12235025790120281,8.822430779879114e-132
cingulate,0.12221477712647498,0.12221477712647498,5.010068898666789e-131
sentence,0.12210657976764974,0.12210657976764974,2.9237592524814196e-131
risk,0.12179182134623037,0.12179182134623037,1.3693170643716472e-130
conditioned,0.12163793964287463,0.12163793964287463,2.9086225675508363e-130
constructed,0.12122577984439094,0.12122577984439094,2.177358174487945e-129
34,0.12102603289881257,0.12102603289881257,5.7613257065577565e-129
dorsolateral pfc,0.12082285307729847,0.12082285307729847,1.5475473874504194e-128
disorder ocd,0.11991013530359468,0.11991013530359468,1.2829335108413269e-126
neutral stimuli,0.11978055917104738,0.11978055917104738,2.395341145710646e-126
reward,0.11967726846480484,0.11967726846480484,3.9382915111684645e-126
salience network,0.11955106054603391,0.11955106054603391,7.226032964077049e-126
involved cognitive,0.11953966028377877,0.11953966028377877,7.633012239030243e-126
tegmental,0.11941514983244472,0.11941514983244472,1.388154768584107e-125
better understanding,0.11935613753557775,0.11935613753557775,1.8426668018993495e-125
future,0.11919131072339609,0.11919131072339609,4.061550640245891e-125
validated,0.11866821762477342,0.11866821762477342,4.9521211949160795e-124
characterization,0.11845840259802638,0.11845840259802638,1.3460300713770542e-123
treated,0.11835026899633248,0.11835026899633248,2.2519364314343823e-123
cortex medial,0.11832695940335496,0.11832695940335496,2.5159808034595144e-123
beneficial,0.11808518162461562,0.11808518162461562,7.935610483620022e-123
brains,0.11781526867412584,0.11781526867412584,2.8527980853071333e-122
intervention,0.11759560524481859,0.11759560524481859,8.063945315523689e-122
mtg,0.11757059270496711,0.11757059270496711,9.075668428042827e-122
treatments,0.11739473457506006,0.11739473457506006,2.0819058943910604e-121
targeted,0.11733194464823117,0.11733194464823117,2.7994497428452293e-121
adolescent,0.1171027947238629,0.1171027947238629,8.238322804785796e-121
negative feedback,0.11690597053002247,0.11690597053002247,2.0783933890898053e-120
compulsive disorder,0.11681189129110241,0.11681189129110241,3.2328128056468284e-120
state connectivity,-0.11679586265744055,0.11679586265744055,3.4853907373855365e-120
gray,0.11676218135151327,0.11676218135151327,4.0821465911098476e-120
reinforcement,0.11672562557606957,0.11672562557606957,4.8457442642926866e-120
great,0.1166900008318034,0.1166900008318034,5.7268090504814095e-120
imagine,0.11647047217059645,0.11647047217059645,1.6013908579840807e-119
abnormal,0.11631430238937635,0.11631430238937635,3.324050759134339e-119
pathological,0.11606922977584112,0.11606922977584112,1.043555080847846e-118
negative affect,0.11577549468982319,0.11577549468982319,4.0983180245872335e-118
pharmacological,0.11576880985658537,0.11576880985658537,4.227737873724286e-118
cognitive task,0.11569406787897533,0.11569406787897533,5.984415029796273e-118
difficulties,0.11548982411647955,0.11548982411647955,1.5449250731496167e-117
scales,0.11548307364107896,0.11548307364107896,1.594072142417638e-117
white matter,0.11500802657283621,0.11500802657283621,1.4373696889630355e-116
laboratory,0.11486258778776212,0.11486258778776212,2.812945077169515e-116
weaker,0.11479829910292831,0.11479829910292831,3.783854834168237e-116
objectives,0.11472716081920938,0.11472716081920938,5.252206517707163e-116
psychosis,0.11466081499277836,0.11466081499277836,7.129745454299494e-116
youth,0.1145767932661564,0.1145767932661564,1.049678164175178e-115
amygdala,0.11423091066225807,0.11423091066225807,6.78050839971429e-115
reducing,0.11416744459475264,0.11416744459475264,6.8810294940414175e-115
morphology,0.11413018197478503,0.11413018197478503,8.162798461431547e-115
disease,0.11387137146493412,0.11387137146493412,2.6694280276892886e-114
rsfc,-0.1138090024872401,0.1138090024872401,3.550132226607512e-114
t1,0.11367228373315033,0.11367228373315033,6.628892445194519e-114
rated,0.11365836868273442,0.11365836868273442,7.063570682861928e-114
substantia,0.11346504350120012,0.11346504350120012,1.7056463225399774e-113
voxel wise,0.11343199863518447,0.11343199863518447,1.9827363016778488e-113
impacts,0.11343000612546413,0.11343000612546413,2.0008121587509567e-113
state functional,-0.11335185485852564,0.11335185485852564,2.855884159653982e-113
mesial,0.11329775746489827,0.11329775746489827,3.6529825427907807e-113
double blind,0.11317643023616583,0.11317643023616583,6.341970355432666e-113
pathophysiology,0.11312557600208169,0.11312557600208169,7.990327315266326e-113
drive,0.11259778062726188,0.11259778062726188,8.734442559283957e-112
years old,0.11227137440316766,0.11227137440316766,3.8115359411999104e-111
neurobiology,0.11216287162551286,0.11216287162551286,6.214144085256734e-111
broader,0.11210632271733734,0.11210632271733734,8.015559825901168e-111
primary auditory,0.1120960527983698,0.1120960527983698,8.394703021763114e-111
trend,0.11204432521130812,0.11204432521130812,1.0594315733249746e-110
labeling,0.11203236665866824,0.11203236665866824,1.1179728653055198e-110
outcomes,0.11194366790333518,0.11194366790333518,1.6657311166274396e-110
amygdala anterior,0.11181826913939265,0.11181826913939265,2.925444423457216e-110
regulation,0.11170341847611914,0.11170341847611914,4.897330016468329e-110
theory mind,-0.11101879526904472,0.11101879526904472,1.0446308058422681e-108
psychiatric,0.11087971243350891,0.11087971243350891,1.9405891386246484e-108
carriers,0.11062689483966473,0.11062689483966473,5.969986115010888e-108
mm,0.11017186371110718,0.11017186371110718,4.482307927870913e-107
dorsal attention,0.1100060939529317,0.1100060939529317,9.322775176701817e-107
disease ad,-0.10990596986058715,0.10990596986058715,1.4501241255993666e-106
familiarity,0.10970811178553526,0.10970811178553526,3.467535982620761e-106
experiences,0.10966777831142843,0.10966777831142843,4.141108465071884e-106
periaqueductal,0.10964179868516359,0.10964179868516359,4.642588421559181e-106
controls hc,0.10935683619324241,0.10935683619324241,1.6236696989367319e-105
standardized,0.10920285152413557,0.10920285152413557,3.1894473367696825e-105
follow,0.1091661447377306,0.1091661447377306,3.745849554042e-105
ocd,0.10877831280752252,0.10877831280752252,2.0414563951553903e-104
lateral parietal,-0.10868804180241663,0.10868804180241663,3.026616050774171e-104
regional homogeneity,-0.10858299777196143,0.10858299777196143,4.7838726132484666e-104
obsessive compulsive,0.10844193425674968,0.10844193425674968,8.840350082074094e-104
mode,-0.10829946419013772,0.10829946419013772,1.6423273778978134e-103
attribution,0.10829089092558969,0.10829089092558969,1.7046489851933379e-103
olfactory,0.10828853097514897,0.10828853097514897,1.7222146067271498e-103
sham,0.10827371766061882,0.10827371766061882,1.8366734310069731e-103
38,0.10820391927073814,0.10820391927073814,2.4868588352189794e-103
dependence,0.10792800639197489,0.10792800639197489,8.224216029543374e-103
social interaction,0.1075720334226345,0.1075720334226345,3.830582845102452e-102
anxiety disorders,0.10750875384035784,0.10750875384035784,5.03276614214596e-102
ventral tegmental,0.1073677840544247,0.1073677840544247,9.239116695015932e-102
heard,0.1071218880287766,0.1071218880287766,2.66059300924542e-101
reho,-0.1070718409805856,0.1070718409805856,3.298661831306632e-101
rewards,0.1067475173641418,0.1067475173641418,1.3251470432050743e-100
final,0.10674393481805451,0.10674393481805451,1.3456271624278674e-100
examination,0.10671365298418213,0.10671365298418213,1.5318479631715e-100
discriminative,0.10661770164009353,0.10661770164009353,2.3092567796558433e-100
heschl,0.10635543400903368,0.10635543400903368,7.077415085438706e-100
volume,0.10600230225596743,0.10600230225596743,3.183220573903419e-99
parahippocampal,0.10597218519412836,0.10597218519412836,3.6178888501238195e-99
frequency fluctuations,-0.1057563344750448,0.1057563344750448,9.044621453381478e-99
word pairs,0.10560283557871301,0.10560283557871301,1.733297937389114e-98
28,0.10524359526450705,0.10524359526450705,7.913119069595196e-98
high resolution,0.10523873770533329,0.10523873770533329,8.076985021740486e-98
covaried,0.10511378576469745,0.10511378576469745,1.367988779805768e-97
obsessive,0.10503277964394127,0.10503277964394127,1.9243625115366034e-97
abnormalities,0.1049564173870657,0.1049564173870657,2.653924733458152e-97
ranging,0.1048861087395709,0.1048861087395709,3.56723759209744e-97
matter,0.10451727000144458,0.10451727000144458,1.6776854264246246e-96
neutral pictures,0.10449751384941702,0.10449751384941702,1.8224566727092821e-96
cingulate cortices,0.1043959365637831,0.1043959365637831,2.788494404675329e-96
echo,0.10436292591230162,0.10436292591230162,3.201536332442613e-96
homogeneity reho,-0.10423824889010062,0.10423824889010062,5.3920489371068635e-96
42,0.10370573095771246,0.10370573095771246,4.961695582023425e-95
positive,0.10337803221598171,0.10337803221598171,1.9332176929186072e-94
gyrus medial,0.10322064776284226,0.10322064776284226,3.7091794390032514e-94
heschl gyrus,0.10299388507413959,0.10299388507413959,9.467925327829141e-94
appraisal,0.10296467171530528,0.10296467171530528,1.0681165330235492e-93
signature,0.10294109094500636,0.10294109094500636,1.177267726377053e-93
separation,0.10280393634042845,0.10280393634042845,2.0723371711031398e-93
incidental,0.1027596393334388,0.1027596393334388,2.487174613117844e-93
prospective,0.10274268412796697,0.10274268412796697,2.667039092781853e-93
functional connectivity,0.10238334247866361,0.10238334247866361,1.168123021238069e-92
39,0.10236346295547549,0.10236346295547549,1.2673855374786868e-92
pleasant,0.10225409243309341,0.10225409243309341,1.9845117415845264e-92
memories,-0.10154653896656686,0.10154653896656686,3.5678814316846583e-91
resting state,-0.10150028798648073,0.10150028798648073,4.306480015915886e-91
anger,0.100910972754327,0.100910972754327,4.698512349380942e-90
blood flow,0.10012731501301408,0.10012731501301408,1.1029252082967581e-88
children adolescents,0.10003506478586509,0.10003506478586509,1.5965194867793972e-88
episodes,0.09949419469274308,0.09949419469274308,1.386517738091302e-87
morphological,0.09908135591805235,0.09908135591805235,7.161192984057273e-87
scan,0.09902763381365026,0.09902763381365026,8.862445671045459e-87
punishment,0.0990089177218245,0.0990089177218245,9.54533547058969e-87
mental states,-0.09853775169497568,0.09853775169497568,6.156249354680801e-86
negative correlation,0.09768105346490331,0.09768105346490331,1.7832005301944064e-84
hub,0.0975651180446371,0.0975651180446371,2.805690716741669e-84
dementia,-0.09754605403196817,0.09754605403196817,3.0226280980832617e-84
inversely,0.09748331391495829,0.09748331391495829,3.861778491094932e-84
genetic risk,0.09714445037286346,0.09714445037286346,1.4463563292546012e-83
moral,-0.09709021512543746,0.09709021512543746,1.785970711848544e-83
negative neutral,0.09705826706425268,0.09705826706425268,2.0221240951368576e-83
self,0.09684984751737373,0.09684984751737373,4.541632532320172e-83
multiple comparisons,0.09681307482434898,0.09681307482434898,5.237606218096891e-83
resonance scans,0.09560064572387357,0.09560064572387357,5.589523651673831e-81
sexual,0.09523553660173051,0.09523553660173051,2.2546725013886365e-80
framework,0.09511598811076204,0.09511598811076204,3.5555095809078775e-80
nerve,0.09472311634422109,0.09472311634422109,1.5820473290924033e-79
concrete,0.0934318593928173,0.0934318593928173,2.046054679223502e-77
abnormality,0.09274066828621548,0.09274066828621548,2.6867445104321037e-76
diffusion tensor,0.0925882477133844,0.0925882477133844,4.728288887799308e-76
parahippocampal gyrus,0.09208191685415942,0.09208191685415942,3.0706657790960846e-75
emotional responses,0.0919143695211687,0.0919143695211687,5.68997024889433e-75
choices,0.0917063260052996,0.0917063260052996,1.2219315339452658e-74
research suggests,0.09169649203913918,0.09169649203913918,1.2668298998038547e-74
assigned,0.09133682558541692,0.09133682558541692,4.7284220296727754e-74
arterial,0.09108625041044927,0.09108625041044927,1.1799865791055693e-73
symptom severity,0.09081483288752144,0.09081483288752144,3.168318210858883e-73
limbic,0.09065854340456894,0.09065854340456894,5.587837340732515e-73
retrosplenial cortex,-0.09036499770291258,0.09036499770291258,1.6177279344591795e-72
cortex precuneus,-0.09029108517720057,0.09029108517720057,2.1130506432863019e-72
losses,0.09023941219343072,0.09023941219343072,2.5465534335498255e-72
granger,0.08999796175963413,0.08999796175963413,6.081598020459013e-72
cognitive emotional,0.08994144472894505,0.08994144472894505,7.453576494102745e-72
normalized,0.08970354520051588,0.08970354520051588,1.7523984355748345e-71
mci,-0.08934342641638722,0.08934342641638722,6.364259988318851e-71
worse,0.08922218891389978,0.08922218891389978,9.813053048774957e-71
concentration,0.0891841010537529,0.0891841010537529,1.1241661033737605e-70
aberrant,0.08908899815333088,0.08908899815333088,1.5779901808440476e-70
language comprehension,0.08907223426727026,0.08907223426727026,1.675127829499006e-70
high risk,0.08900089766887222,0.08900089766887222,2.159696805510196e-70
social interactions,0.08895836078255197,0.08895836078255197,2.5127378542869782e-70
thickness,0.08889505371464615,0.08889505371464615,3.147384397427246e-70
temporal lobe,0.088410823284724,0.088410823284724,1.752704308207327e-69
anti,0.08831584782736414,0.08831584782736414,2.4518683852039167e-69
temporal lobes,0.08831358605427814,0.08831358605427814,2.4715367659236937e-69
amygdala insula,0.08824721502512599,0.08824721502512599,3.124286911756913e-69
psychopathology,0.08804397719563062,0.08804397719563062,6.396576482308181e-69
episode,0.08804040340027826,0.08804040340027826,6.477587596627063e-69
connectivity fc,-0.0876188006777348,0.0876188006777348,2.8486147120810292e-68
spectral,0.08754404617680947,0.08754404617680947,3.701332750890866e-68
studying,0.0874093162416334,0.0874093162416334,5.930293314455372e-68
psychiatric disorders,0.08736403621922818,0.08736403621922818,6.947145149131475e-68
angular,0.08700566816696206,0.08700566816696206,2.423835382573153e-67
spectrum disorder,0.0866957622857241,0.0866957622857241,7.112080497264197e-67
cortical thickness,0.08645444226421684,0.08645444226421684,1.6400732593033374e-66
theory,0.0861856989249924,0.0861856989249924,4.147297285017447e-66
algorithm,0.08593348816439692,0.08593348816439692,9.87940765638558e-66
retrosplenial,-0.0859174148033441,0.0859174148033441,1.0440399903906914e-65
disability,0.08587085130238065,0.08587085130238065,1.2251187089938651e-65
consumption,0.08579699227524787,0.08579699227524787,1.5786265858132608e-65
dti,0.08560980205989743,0.08560980205989743,2.99843801868952e-65
differentiated,0.08553275923915284,0.08553275923915284,3.902906466512193e-65
gray matter,0.08479974552638345,0.08479974552638345,4.737191629783963e-64
ad,-0.08459970367077901,0.08459970367077901,9.327199724883973e-64
rest,0.0845976022347686,0.0845976022347686,9.39373803147904e-64
chronic pain,0.08453243244121833,0.08453243244121833,1.170952939747239e-63
psychotic,0.0845142749712447,0.0845142749712447,1.2450598135111516e-63
exhibited greater,0.08435266599415481,0.08435266599415481,2.1485180001552822e-63
subgenual,-0.08400131614545209,0.08400131614545209,7.009820241065617e-63
architecture,0.08387511412111659,0.08387511412111659,1.0706543325332552e-62
mild,0.08331162366825604,0.08331162366825604,7.039663792152533e-62
component ica,-0.0833110261652392,0.0833110261652392,7.053687958150622e-62
extracted,0.0832944815200754,0.0832944815200754,7.453266015908709e-62
preferences,0.08280170420285736,0.08280170420285736,3.8274737212838554e-61
t1 weighted,0.08272413290686273,0.08272413290686273,4.9474379011045494e-61
matter volume,0.08238278651915171,0.08238278651915171,1.5262922118377656e-60
intention,0.0822643470848961,0.0822643470848961,2.2538400606663507e-60
parahippocampal cortex,0.08225092674735869,0.08225092674735869,2.3555336612020894e-60
recognition memory,0.08216119028503031,0.08216119028503031,3.1634818865817346e-60
economic,0.08177177193142987,0.08177177193142987,1.1332650103146597e-59
infer,0.08172334983206145,0.08172334983206145,1.3275592862227738e-59
angular gyrus,0.08143130095230282,0.08143130095230282,3.440901656106995e-59
community,0.08108827898203617,0.08108827898203617,1.0485276978668702e-58
controls using,0.0808772750584285,0.0808772750584285,2.0759966207120275e-58
alterations,0.08076132419993286,0.08076132419993286,3.0193191409164867e-58
precuneus posterior,-0.0807363724201736,0.0807363724201736,3.27255079636484e-58
voxel,0.08068597216462359,0.08068597216462359,3.850386008608791e-58
risky,0.08065053082985736,0.08065053082985736,4.316542609496991e-58
causality,0.08043041565777499,0.08043041565777499,8.76784055973478e-58
psychological,0.0803556765637574,0.0803556765637574,1.114801841418915e-57
quantify,0.080338673211528,0.080338673211528,1.1773721303134562e-57
describing,0.07970621162424228,0.07970621162424228,8.901841521175987e-57
deactivation,0.07967584214993663,0.07967584214993663,9.805983268821789e-57
neurodegenerative,0.07966952883420372,0.07966952883420372,1.0005126547880925e-56
inventory,0.07935015117192941,0.07935015117192941,2.760710383062383e-56
states,0.07921763288219016,0.07921763288219016,4.201433682483671e-56
pathology,0.07916388785776018,0.07916388785776018,4.980536691445988e-56
vulnerability,0.07893957829792925,0.07893957829792925,1.0117453676118476e-55
software,0.0785120275985282,0.0785120275985282,3.884379616056885e-55
tensor,0.07828623416384614,0.07828623416384614,7.881043544185756e-55
negative emotional,0.07743674497510106,0.07743674497510106,1.1081977779325219e-53
diagnosed,0.07679653783270254,0.07679653783270254,7.970953451419079e-53
